,review_comment_message,is_good_review
12712,Parabéns não foi no endereço que mandei tive que buscar o produto nós correios mas acredito que não foi culpa de vocês é sim dos correios,1
12713,Entrega muito rápida adorei. ,1
12714,O produto chegou em perfeitas condições. Gostei.,1
12715,Estou aguardando o correios e nada do produto queria dar para minha sobrinha no natal pois foi o que ela pediu de presente para o papai noel.,0
12716,Recomendo o produto,1
12717,"Satisfeito com a rapidez em que o produto foi entregue, muito antes do que o prazo indicado no ato da compra.",1
12718,"Bom dia!!
Gostaria de saber como que vai ficar
Como eu ainda não recebi o meu produto ",0
12719,A tesoura tubarão não corta nada.,0
12720,Ótimo entregou antes do prazo,1
12721,"Só faltou o home-theater.
 Prazo vencido.
É para uma escola, tinha urgência.",0
12722,"Gostei do producto, fue entregue días antes da fecha, muito Obrigada. 
",1
12723,"Produto veio conforme o desejado, e muito antes do prazo. recomendo.",1
12724,"Tudo OK!
lannister, o parceiro das lannister, o produto e a entrega. Somente sugeriria que colocassem um plástico bolha entre as prateleiras desmontadas, já que a minha veio com um pequeno amassado",1
12725,Lindo !,1
12726,"Produto veio com uma peça com defeito e tive que solicitar a peça, demorando mais alguns dias para chegar. Outro problema do produto ele é ""meio solto"", tive que eu mesmo ""apertar"" os parafusos dele.",0
12727,"Comprei uma luminária metálica, de mesa e recebi um abajur.
Estou aguardando instruções para efetuar a troca.",0
12728,otima,1
12729,"O produto apresenta riscos, aparência de usado, apesar de estar funcionando.
O produto foi entregue em embalagem, porém envolto em papel bolha, não acondicionado em caixa.",0
12730,O atendimento foi muito bom!,1
12731,"Gostei muito, vocês estão de parabéns. Muito obrigado",1
12732,"produto entregue bem antes do prazo e de boa qualidade, recomendo.",1
12733,Bom produto e entrega no prazo.,1
12734,"Comprei o produto em Junho. Após pagto disseram q não tinham o produto em estoque e propuseram vale ou dinheiro em 10d úteis.

Vencida pelo cansaço, refiz a compra e deu certo 2 meses depois.",1
12735,Excelente,1
12736,"Recebi tudo certo! Entregue antes do prazo. 
",1
12737,Não recebi o produto até o momento e não tive explicação da loja! Absurdo!,0
12738,"Pedi uma capa de sofá e um jogo de toalhas, só a capa chegou, não recebi nenhum informação sobre as toalhas.
",0
12739,Recomendo super no prazo ,1
12740,"comprei achando que o kit de tintas fosse original como está no anúncio! no entanto, vi que fui enganado! a tampa ja estava virada para baixo, o selo foi colado, a embalagem é bem mais fina que a orig",0
12741,Ameiii,1
12742,Porém a caixa veio toda amassada e o pior é que o produto não veio de acordo com o anúncio estou esperando para fazer a troca ,0
12743,Ainda não recebi o produto,0
12744,"Os pincéis em si são bons, porém, foram enviados na cor diferente da comprada, não recomendo este parceiro!",0
12745,"Eu comprei o relogio e c 3 dias parou de funcionar,como faço p fazer troca?",0
12746,gostei muito no futuro próximo comprarei mais produtos ....,1
12747,😍😍👧💅 amei e chegou até antes do esperodo ,1
12748,Adorei a embalagem e o atendimento. Produto maravilhoso. Sempre darei preferência para compras desse lojista. Amei.,1
12749,"São toalhas mais finas, porém já esperava por isso, e pra visitas inesperadas são ótimas.",0
12750,Entrega no prazo prometido.,1
12751,Pois essa compra chegou no tempo certo. Mas existe uma bem mais velha que ainda não chegou. Por isso ainda não posso avaliar muito bem. ,1
12752,Não recebi o jogo de colheres,0
12753,"Solicitei a devolução e recebi um prazo para obter a reposta do cliente. 
O cliente simplesmente não respondeu. Fiz o pedido de devolução dentro do prazo de 7 dias conforme o codigo do consumidor.",0
12754,adorei. ,1
12755,"Chegou bem anyes do prazo, qualidade ótima.",1
12756,amei,1
12757,Eram duas mochilas só recebi uma quero uma posição urgente ,0
12758,"Os produtos são ainda mais bonitos ao vivo, ambos chegaram funcionando, porém, um deles, solicitei LED vermelho e chegou azul e com uma lasca na pulseira, mesmo assim, ficarei com ele. ",1
12759,Ótima compra relógio mto lindo. ,1
12760,"
",1
12761,"No momento ainda estou aguardando o produto .Ja mandei dois emails e não obtive resposta .Falta de consideração com o cliente .Estou triste porque sou cliente antigo da lannister , ja o parceiro.....",0
12762,Comprei o produto e um dia depois fui olha na minha conta e estava como produto indisponível. ,0
12763,"Produto fraco, de péssima resistência. Não vale nada!",0
12764,Sou cliente de muito tempo da lannister.,1
12765,"Produto de acordo com o descrito! 
Entregue dentro do prazo combinado",1
12766,O pano é um pouco frágil ..,0
12767,Chegou antes do prazo! REcomendo!,1
12768,Bom dia o único problema que eu tiver que busca o produto no correio só isso já é 3 vezes com vocês.,0
12769,Muito bom o produto e o atendimento.,1
12770,"A mercadoria foi entregue no prazo, o material é de excelente qualidade, fácil colocação e ajustou-se perfeitamente.",1
12771,Não recebi o produto até agora.,0
12772,recebi um cartucho compatível e não o original especificado no site e no pedido. solicito urgente providencias e indicação a quem devo recorrer.,0
12773,"O produto parece frágil. E veio arranhado, pois estava mal embalado.",1
12774,Ótimo produto.,1
12775,Cartucho genérico sendo vendido como original.,0
12776,Ótimo serviço ,1
12777,"Vocês estão de parabéns, entregar muito rápido muito satifeita obrigado ",1
12778,Chego muito antes do prazo. Produto muito bem embalado e de ótima qualidade ,1
12779,comprei o cobertor e veio outro modelo.,0
12780,Ótimo produto e chegou rápido ,1
12781,Pensei que o tecido tinha uma qualidade superior. É muito inferior ao que eu pensei em comprar,0
12782,O pedido era pra ter chegado dia 05/01 e até agora nada.,0
12783,Pedi esse: https://www.lannister.com.br/produto/22880118/botox-capilar-selafix-argan-premium-doux-clair-2x1-litro?pfm_carac=doux%20clair&pfm_index=3&pfm_page=search&pfm_pos=grid&pfm_type=search_page%,0
12784,Ótimo produto. Atendeu direitinho.,1
12785,"Manta bonita e grande, exatamente como estava no site. Gostei!!!
",1
12786,e remold não e confiável?,0
12787,"gostei, mas a panela veio com um pedacinho do cabo quebrado, nao tenho paciencia pra troca.
mas atencao da proxima vez",1
12788,Ótima compra demoro um pouco para chegar mais de resto tudo certo ,0
12789,Amei super recomendo.,1
12790,Gostei do serviço ,1
12791,"Entrega rápida, só não gostei do material, muito fraco esperava um material melhor, fiquei decepcionada.o material deveria ser bem melhor",0
12792,Travesseiro ok,1
12793,"Boa trade!
Comprei 2 produtos e o mesmo não foi entregue corretamente. Foi adquirido dois controles desta empresa e dentro da caixa continha somente 1. Preciso que resolvam o problema urgente.",0
12794,EXELENTE VENDEDOR. ÓTIMO PRODUTO. RECOMENDO A TODOS.,1
12795,"Excelente alcance.
Só acho que o foco poderia abrir mais.

Entregaram uma semana antes do prazo, muito bom!",1
12796,A caixa danificada colada com fita a apresentação do produto não ficou boa,0
12797,"Produto chegou antes do previsto. 
Impecável!
Recomendo.",1
12798,Não sei se recomendo. O produto foi marcado no site para um tipo de celular mas quando chegou ele não serviu no celular . ,0
12799,"produto entregue antes do prazo , em otimas condiçoes amei agora tenho duas araras",1
12800,"A empresa levou 5 dias para emitir a nota fiscal e enviar o produto, desde a confirmação do pagamento.É muito tempo. Pelo rastreio do produto, está próximo e deverá ser entregue em breve. ",0
12801,Produto de boa qualidade. Recomendo ,1
12802,Gostei,1
12803,"Fizemos a compra no inicio do mês, já pagamos o produto e não o recebemos. A lannister, por ser uma empresa séria, deveria acompanhar mais de perto os parceiros com quem trabalha.
Muito insatisfeito",0
12804,"Adorei o ptobuto, espero que não fique preto com o uso. ",1
12805,Acho muito fraca está loja. ,0
12806,Lençol sem elástico recebido no prazo e em perfeito estado.,1
12807,Ok,1
12808,Até agora o serviço foi ótimo!,1
12809,"Não recomendo, pois quando coloquei os cartuchos na impressora para usá-los apareceu uma mensagem da HP na tela do computador dizendo que os cartucbos não eram originais.",1
12810,Ótimo,1
12811,Veio tão rápido ?,1
12812,o que me impede de comprar mais é o valor do frete. Muito alto,1
12813,"Tudo certo com o Produto e entrega, porém a nota fiscal que acompanha o produto foi colada no pacote com fita adesiva sem a proteção do saquinho plástico e ao tirar a fita a NF ficou avariada.",1
12814,"Muito bom vendedor, produto chegou antes do prazo,excelente",1
12815,Sim eu recomendaria o produto chegou antes da data tudo certinho,1
12816,"Entrega realizada quase dois meses após a data prevista. 
",0
12817,Nunca mais compro pelo parceiro targaryen nao tem padrao de qualidade falta respeito com o consumidor ,0
12818,"Design incrível, otima qualidade.",1
12819,"sempre compro nas lannister, mas me decpsionei essa vez .
tive que buscar o produto nos correios e paguei pelo frete caro .
foi alegado que não tinha ninguem em casa porem eu mesma estav de folga .",0
12820,"Gostei do coberto, macio, leve, aconchegante, a estampa é linda. Amei ",1
12821,"Comprei um item limpador de ar condicionado automotivo de lima limão, enviaram de lavanda.

De qualquer forma chegou o produto.",0
12822,"Parabéns pelo atendimento, fidelidade na entrega; chegou bem antes do previsto;Muito bem protegido com a nota fiscal colada na caixa; sempre comprei e nunca me frustrei, parabéns por tudo...",1
12823,"Muito bom o produto, só achei um pouco caro! ",1
12824,Linda,1
12825,Era um jogo de cama 4 peças e veio de3 pecas,0
12826,"Entregaram muito rápido,amei!
O produto certo do jeito que eu queria.",1
12827,Ok ,1
12828,Bom,1
12829,ótima,1
12830,Recebi apenas 2 unodades,0
12831,"Recomendo, porem a entrega pelos correios não chega no prazo",1
12832,Recebiemdo o produto no prazo produtos de Qualidade eu recom,1
12833,"Não recebi o produto. E venho tentando, a 3 semanas,fazer contato por email ou telefone e não consigo. ÚNICA RESPOSTA QUE RECEBO A MINHA CONSULTA É QUE O ENVIO ESTÁ ATRASADO. ",0
12834,"Uma loja muito boa entregou bem antes do prazo.
",1
12835,Quero o meu produto onde está?,0
12836,Compra efetuada sem problemas. Entregue no prazo e em perfeitas condições.,1
12837,"Ótimo produto, recomendo!",1
12838,"A mochila não tem muita qualidade, ja chegou descosturado, o boneco que acompanha é do camelo!
Arrependi pela compra feita.",0
12839,"Além de ter uma prazo de entrega muito grande, mesmo ao fim dele não recebi o produto.",0
12840,ótimo produto e qualidade.,1
12841,"Comprei 5 escovas de dentes Black com cerdas pretas. Recebi apenas 2 e não são Black, são coloridas, vermelha e roxa! Um absurdo! Fui roubada! Incompleto e errado!",0
12842,"Recebi o produto correto, porem veio quebrado na ponta.
Gostaria de ver como posso proceder?

",1
12843,Muito bom,1
12844,Não sei 5 estrelas pq não testei ainda. Mas me parece tudo certo,1
12845,Atendeu oque prometia no anuncio,1
12846,Meses depois e ainda não recebi ,0
12847,"Prezados o produto veio faltando o shampoo e o creme de hidratação. 

Na embalagem veio somente o creme de pentear.",0
12848,Gosto de comprar com vcs. Mas nunca recebi cupons de desconto!!!!,1
12849,O suporte da lixeira com papel higiênico é bonito e atendeu as expectativas.. ,1
12850,"entrega super rápida, loja muito confiável.",1
12851,"Produto de boa qualidade, entrega no prazo. ",1
12852,Exatamente o que eu estava precisando ,1
12853,Recomendo ,1
12854,"Não recomendo para este tipo de produto, visto que o mesmo foi entregue com os parafusos que fixão os componentes todos enferrujados, como era urgente minha necessidade nao tive como devolver.",0
12855,"Tudo correu bem, a entrega foi rápida, o produto veio bem embalado, no entanto a cor não foi a que eu pedi. Acabei ficando com ela mesma !",1
12856,Não recebi o produto,0
12857,Empresa está deixando a desejar,0
12858,"Como o produto veio fora da caixinha, soltos no envelope, enviei as informações do lote e as fotos para a Amazon, onde fui informado que o lote não existia e que o produto provavelmente é falso",0
12859,Rapidez na entrega,1
12860,Mas tudo ocorreu dentro do esperado ,1
12861,Relógio muito bonito e funcionando bem. Ficou perfeito na sala. Recomendo o produto.,1
12862,Estou a espera do produto à dias .. E ainda não foi entregue.,0
12863,Só estou esperando a outra mercadoria que ainda não chegou foi comprada primeiro do que a que chegou. ,1
12864,Muito rapido. Satisfeita,1
12865,"Recebi apenas uma bolsa, e eram 2",0
12866,"Loja rápida no envio. Sugiro que troque a transportadora, pois os Correios são péssimos. Tive problema e tive de retirar. Sugiro contratar transportadora igual ao stark.",1
12867,"Loja boa , porem entrega bem demorada por um produto São Paulo",0
12868,um produto de muita baixa qualidade sem condições ,0
12869,"Adquiri 2 Suportes e apenas recebi 1 e foi faturado os dois, porem chegou apenas o Transbike para bicicletas Aro 29. O Suporte De Parede Para Sua Bicicleta Atrio não chegou.",0
12870,Excelente recomendo,1
12871,"entrega rapida,Papel de parede lindo estampa maravilhosa.Otima qualidade",1
12872,Produto entregue antes do prazo.,1
12873,"Infelizmente o baratheon teria que ter melhores parceiros, recebi o saca rolha arranhado porque veio pessimamente embalado. Não valeu a pena.",0
12874,SOLICITEI O CANCELAMENTO APÓS RECEBER UM E-MAIL INFORMANDO QUE HOUVE UM PROBLEMA COM A ENTREGA DO MESMO E REALIZEI A COMPRA DE UM PRODUTO SIMILAR E DIAS DEPOIS CHEGOU ESTE. E AGORA NÃO CANCELAM.,0
12875,"Adorei a cortina, bom caimento, acabamento escurecendo bem o ambiente. Superou minhas expectativas, apenas achei o Bege muito escuro. ",1
12876,Comprei o produto no inicio de fevereiro e ainda não recebi e não houve posicionamento da loja ,0
12877,Veio errado,0
12878,Produto de boa qualidade e bom acabamento,1
12879,"Solicito a evitarem o envio de tanta papelada de propaganda junto, em muito repetitivos a cada compra. 
Lembrem-se: NÃO HÁ COMO SE TER PAZ SEM ECOLOGIA.",1
12880, Nota 10 para entrega super rápida com certeza já indiquei e indico agilidade estao de parabéns ,1
12881,O prazo era de 15 dias e chegou com 3 dias.,1
12882,Ótimo produto! Excelente entrega!,1
